,rank,Name,spotify_id,Country
1487,87,Happier,2dpaYNEQHiRxtZbfNsse99,Dominican Republic
1488,88,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,Dominican Republic
1489,89,X,39N9RPD9MRb5WmoLzNzPeA,Dominican Republic
1490,90,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,Dominican Republic
1491,91,Culpables,4RGKft6YTTWHjpQeRIInuS,Dominican Republic
1492,92,Suave (Remix),0alWUvsJHk83HVWCnyCG51,Dominican Republic
1493,93,Sexto Sentido (feat. Bad Bunny),3iDPALl8BoUbuXZgy6EOWY,Dominican Republic
1494,94,Amorfoda,3ITvHA9zhZZdBJsOsAUegF,Dominican Republic
1495,95,Devuelveme,5uvucCRBTkxv7VxIDLOqe7,Dominican Republic
1496,96,God's Plan,2VWbHHhWnMzKWPUs4IEEW9,Dominican Republic
1497,97,A Solas - Remix,1fXEkSum1vbTa3w0yvYzYW,Dominican Republic
1498,98,Quiere Beber,0FDMH2ahuIVzCybwHJK9zh,Dominican Republic
1499,99,Cuando Te Besé,2XXMDz7SPZ4mSFN1PXfHUy,Dominican Republic
1500,0,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Ecuador
1501,1,Me Rehúso,6De0lHrwBfPfrhorm9q1Xl,Ecuador
1502,2,Bajo El Agua,5QSYWruQQ7kBCHScI4xJ9g,Ecuador
1503,3,Caraluna,7DhYjNLksXZhbRQeheAums,Ecuador
1504,4,Believer,0CcQNd8CINkwQfe1RDtGV6,Ecuador
1505,5,Otra vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,Ecuador
1506,6,La flaca,2LsbizbOeNa4x6qsi2jAMb,Ecuador
1507,7,Traicionera,4Ft0391aLVNtCPPseh98lp,Ecuador
1508,8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",5q2JbCNi4FcnglgPfxcV65,Ecuador
1509,9,Robarte un Beso,0JcNysfWVWaMS7R6vzGB2k,Ecuador
1510,10,Perfect,0tgVpDi06FyKpA1z0VMD4v,Ecuador
1511,11,Una Lady Como Tú,5jf0PmPCHefQ78uAzqIqbj,Ecuador
1512,12,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,Ecuador
1513,13,Besos En Guerra,1d0c62VFYauOOgxZ2eFUxx,Ecuador
1514,14,The Scientist,75JFxkI2RXiU7L9VXzMkle,Ecuador
1515,15,Amantes,3IyPnNX142pvWx6D5CiimD,Ecuador
1516,16,Te Mando Flores,2in1gSZtv2lRbcZUmN9aAl,Ecuador
1517,17,No Hay Nadie Más,0U8WdltGpu3OC0ma9yLmjX,Ecuador
1518,18,Vivo Pensando En Ti (feat. Maluma),0H7cz1bR7w9PulJL7Na774,Ecuador
1519,19,La player (Bandolera),0VKkyBKCXyR99navhVRqcP,Ecuador
1520,20,Por Hacerme el Bueno,1iEIQ69PuAM76GCBT9HCek,Ecuador
1521,21,Cómo Te Atreves,2z0EshEO4XptiepEb9j3Og,Ecuador
1522,22,Por Perro,1XM5PgxjpYcF0JuE9nfUbS,Ecuador
1523,23,Sé Que Te Duele,1OJkKHmXsZVKtWlECdpDAe,Ecuador
1524,24,Una y Otra Vez,0bK3jxkbq5cDKWr68KtO8G,Ecuador
1525,25,Criminal,2SmgFAhQkQCQPyBiBxR6Te,Ecuador
1526,26,Photograph,6fxVffaTuwjgEk5h9QyRjy,Ecuador
1527,27,New Rules,2ekn2ttSfGqwhhate0LSR0,Ecuador
1528,28,Me Llamas (feat. Maluma) - Remix,5hEM0JchdVzQ5PwvSfITeX,Ecuador
1529,29,La Bicicleta,0Gx4VrHzS7pZOEAGrmXXBH,Ecuador
1530,30,Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,Ecuador
1531,31,Sin Pijama,2ijef6ni2amuunRoKTlgww,Ecuador
1532,32,Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,Ecuador
1533,33,Felices los 4,0qYTZCo5Bwh1nsUFGZP3zn,Ecuador
1534,34,No Es Justo,1RTlTuLOdnmgbe11ynwR7c,Ecuador
1535,35,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,Ecuador
1536,36,Andas En Mi Cabeza,23WI5V2eD4EyGKxSl7Pyeq,Ecuador
1537,37,Me Niego (feat. Ozuna & Wisin),4ggiDYAkJ7Yk8d5xOr7Xjo,Ecuador
1538,38,Thinking out Loud,1Slwb6dOYkBlWal1PGtnNg,Ecuador
1539,39,Te Amo,2RVrdr062uLFxXwIxwdXPH,Ecuador
1540,40,Cuando Nadie Ve,1Cxd4ZJJ9VOQQpNcpdcZEQ,Ecuador
1541,41,Suena El Dembow,0woHVOh3KXLSDv8VU9XwZ4,Ecuador
1542,42,Si Tú La Ves (feat. Wisin),4yN6xPLopmTLvc27pO9LIE,Ecuador
1543,43,Dembow,2EzRdhuoPyNJDlep7lnNf2,Ecuador
1544,44,Como Mirarte,0CXEPVeQDLgDBfvcsQpXq1,Ecuador
1545,45,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,Ecuador
1546,46,One Dance,1xznGGDReH1oQq0xzbwXa3,Ecuador
1547,47,Puntos Suspensivos,04cd1MHVq1D8v1nuTZoCdv,Ecuador
1548,48,Hey DJ,1XgpK29CGGjZnxPYkiRbh4,Ecuador
1549,49,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",2FrnTVSHjgnEylKGdHRUK1,Ecuador
1550,50,Bella,1Ft13La2daEGqz5yWJC7lx,Ecuador
1551,51,Creo en Ti,0xXhgLXfEHnWJHVgRvFvdn,Ecuador
1552,52,Vaina Loca,1s2B5cndbqK8rPJEIcKJRQ,Ecuador
1553,53,Échame La Culpa,0mlAOSILGRys2IbvyOT5VJ,Ecuador
1554,54,Más Fuerte,10ei7ybZQsu9Zc7RfZFe2Q,Ecuador
1555,55,Esperándote,1nfyE13arjOuO54HH0zmqj,Ecuador
1556,56,Por Pura Curiosidad,1kLTaKK1qbtGuxggUtz8iz,Ecuador
1557,57,Culpables,2zufEOvbBeIzYnRktwYk1W,Ecuador
1558,58,I Feel It Coming,5GXAXm5YOmYT0kL5jHvYBt,Ecuador
1559,59,Bohemian Rhapsody - 2011 Mix,4u7EnebtmKWzUH433cf5Qv,Ecuador
1560,60,Cuando Te Besé,2XXMDz7SPZ4mSFN1PXfHUy,Ecuador
1561,61,Se Preparó,1m69ELEgE6k5ZWsap40ozt,Ecuador
1562,62,Enamorándonos,0aywfeIr0tmhLZJxzqOhzP,Ecuador
1563,63,Que Va,6J1R5wtPXiHiwiPstOSI56,Ecuador
1564,64,Ya No Tiene Novio,7uQmJ1jgNzBpATSoWKSPFu,Ecuador
1565,65,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",6stYbAJgTszHAHZMPxWWCY,Ecuador
1566,66,Vacaciones,1rXojdsUqqxGj2WCmJGWHP,Ecuador
1567,67,Mayores,7JNh1cfm0eXjqFVOzKLyau,Ecuador
1568,68,Thunder,0tKcYR2II1VCQWT79i5NrW,Ecuador
1569,69,Solo,2rrJfOphzn4uQCK9X0x6R6,Ecuador
1570,70,Ni Gucci Ni Prada,32lexhcz93AinKK0qLTZaZ,Ecuador
1571,71,El Amante,3umS4y3uQDkqekNjVpiRUs,Ecuador
1572,72,A Partir De Hoy,1FMNuRMIcPD6PDQGoi5Ifn,Ecuador
1573,73,Besame,7Ckhk1XW5NV2k4jpqtQNlz,Ecuador
1574,74,Lost on You,3SqvR3HYLlCTYzbDXJ52OC,Ecuador
1575,75,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4QtiVmuA88tPQiCOHZuQ5b,Ecuador
1576,76,Alguien Robo,0pQoNBSZeRFuhLVH8gCVDT,Ecuador
1577,77,Devuélveme a mi chica,1Wrzhfa5bNlqvsnCztz190,Ecuador
1578,78,Amigos Con Derechos,2zDj4WjbNDmrRL6Z4YjjCA,Ecuador
1579,79,Duro y Suave,31M5m42C3EGlbydf9XB5to,Ecuador
1580,80,Por Fin Te Encontré,3GpvoKKWZyTwgbLEM9RmWM,Ecuador
1581,81,La Rompe Corazones,4okba5wu9mMLXx79DXLKi3,Ecuador
1582,82,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,Ecuador
1583,83,Sigo Extrañándote,0k23rRi1B8ZHrKtzECGoyk,Ecuador
1584,84,A Ella,1pkMzGqBBS10nDiiYrNGGJ,Ecuador
1585,85,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,Ecuador
1586,86,PPP,1DcxnVNFAyVl2sDQ646pXS,Ecuador
1587,87,Besándote,13X0XdLMOdtbXVtAj2ox4h,Ecuador
1588,88,Ahora Dice,22eADXu8DfOAUEDw4vU8qy,Ecuador
1589,89,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,Ecuador
1590,90,Borro Cassette,6DUdDIRgLqCGq1DwkNWQTN,Ecuador
1591,91,Al Filo de Tu Amor,5yJCrSdwrLFzboxg0z9xMd,Ecuador
1592,92,We Don't Talk Anymore,68EMU2RD1ECNeOeJ5qAXCV,Ecuador
1593,93,Justicia,6ipp8Dhs33KinlF4BStgca,Ecuador
1594,94,Me Dediqué a Perderte,4NUt1fcnO9aQAELBgXq3Kr,Ecuador
1595,95,Mi Gente,2rb5MvYT7ZIxbKW5hfcHx8,Ecuador
1596,96,SUTRA,0lTYnxJdC68v0oXd5xolxY,Ecuador
1597,97,Báilame - Remix,3VClLWqNn80Llv0PJOsKgr,Ecuador
1598,98,Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,Ecuador
1599,99,Desconocidos,0s5DNDV6LAKn2u2Ufa3VjQ,Ecuador
1600,0,I Got Love,5rwsJbBNa8SfPW4oFA1GjP,Estonia
1601,1,Mina Ka,0e3Eh5SmHCXDs7ee0lHpc2,Estonia
1602,2,Trenažöör,6CUrRWNO3KlHuvuw8yESSU,Estonia
1603,3,öölaps!,70qZhu8T6VHpeugYFZCnVk,Estonia
1604,4,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Estonia
1605,5,when the party's over,14JzyD6FlBD5z0wV5P07YI,Estonia
1606,6,Shallow,2VxeLyX666F8uXCJ0dZF8B,Estonia
1607,7,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,Estonia
1608,8,SAD!,35ieKju5aLWFN5UgfJ27mL,Estonia
1609,9,Lucid Dreams,0X8DcetL926BYiPJYstJTc,Estonia
1610,10,Better Now,7dt6x5M1jzdTEt8oCbisTK,Estonia
1611,11,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,Estonia
1612,12,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,Estonia
1613,13,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,Estonia
1614,14,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,Estonia
1615,15,More Than You Know,3PEgB3fkiojxms35ntsTgs,Estonia
1616,16,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,Estonia
1617,17,Thunder,0tKcYR2II1VCQWT79i5NrW,Estonia
1618,18,Youngblood,2iUXsYOEPhVqEBwsqP70rE,Estonia
1619,19,Tsirkus,0x4cbwsF2NN3BwmQRgkljV,Estonia
1620,20,Moonlight,0JP9xo3adEtGSdUEISiszL,Estonia
1621,21,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,Estonia
1622,22,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,Estonia
1623,23,Be Alright,2H4gf1wLxvYreMj1jcaN0k,Estonia
1624,24,Nevermind,63SevszngYpZOwf63o61K4,Estonia
1625,25,Happier,2dpaYNEQHiRxtZbfNsse99,Estonia
1626,26,7 rings,14msK75pk3pA33pzPVNtBF,Estonia
1627,27,bad guy,2Fxmhks0bxGSBdJ92vM42m,Estonia
1628,28,Tmt,4pBHwhJOeTivwkxjLm75jN,Estonia
1629,29,Sweet but Psycho,25sgk305KZfyuqVBQIahim,Estonia
1630,30,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,Estonia
1631,31,New Rules,2ekn2ttSfGqwhhate0LSR0,Estonia
1632,32,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,Estonia
1633,33,2 Quick Start,10grDfoRWXGpQmZs8MueFf,Estonia
1634,34,Believer,0CcQNd8CINkwQfe1RDtGV6,Estonia
1635,35,God's Plan,2VWbHHhWnMzKWPUs4IEEW9,Estonia
1636,36,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,Estonia
1637,37,Unforgettable,1F2HXIJrE2Xn81OzT2zZvW,Estonia
1638,38,Silence,7vGuf3Y35N4wmASOKLUVVU,Estonia
1639,39,Without Me,5p7ujcrUXASCNwRaWNHR1C,Estonia
1640,40,Ma Kuulsin Seda Läbi Viinamarjaväädi,4eSp4AmnW1L4d6rCteCGnD,Estonia
1641,41,Body (feat. brando),7K7MUBCnzgBAvMVW2RTWNs,Estonia
1642,42,Mõtetes,3syMpkCHtT1bxuBFU63L2I,Estonia
1643,43,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,Estonia
1644,44,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,Estonia
1645,45,Wow.,2ve5NyzWHUbIYxL33goCX7,Estonia
1646,46,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,Estonia
1647,47,Solo Dance,6HUnnBwYZqcED1eQztxMBN,Estonia
1648,48,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,Estonia
1649,49,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,Estonia
1650,50,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Estonia
1651,51,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,Estonia
1652,52,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,Estonia
1653,53,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,Estonia
1654,54,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,Estonia
1655,55,rockstar,1OmcAT5Y8eg5bUPv9qJT4R,Estonia
1656,56,Bad Liar,2RSHsoi04658QL5xgQVov3,Estonia
1657,57,Ransom,1kBbgxAUc4HQv7cgIayIDH,Estonia
1658,58,New Heights,3ICpGhrulCHC1rw0qvs27W,Estonia
1659,59,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,Estonia
1660,60,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,Estonia
1661,61,Erootika Pood,0irG7UHJP2APS0hul5MCat,Estonia
1662,62,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,Estonia
1663,63,Lonely Together (feat. Rita Ora),2OALaHcDdKkjYEpAr0Qzab,Estonia
1664,64,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,Estonia
1665,65,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,Estonia
1666,66,Kiki Miki,13yU3vcrJegnuFUHDMskpq,Estonia
1667,67,bury a friend,4NzMOnvSJVNKF7nw5NkXIP,Estonia
1668,68,i'm so tired...,2iwS33Jfev1QBiuhWVWZHY,Estonia
1669,69,Señorita,0TK2YIli7K1leLovkQiNik,Estonia
1670,70,Rotterdam,6Sww4TlGIWXPSawXuJjHDI,Estonia
1671,71,muusikakool,7DEirerYkkVLmFX763N8oQ,Estonia
1672,72,Lalala,07rmSXN6vNoquX1AsWd9pP,Estonia
1673,73,Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,Estonia
1674,74,Rulli Rulli Rulli - Nublu Remix,5qdzvhnYpGt6rogTlOcJe3,Estonia
1675,75,Aluspükse,2xtLPeeUmIzM1hFw2qeH4U,Estonia
1676,76,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,Estonia
1677,77,Let You Love Me,5Fla3zyOCcIRqrDoKLU0DP,Estonia
1678,78,Sucker,22vgEDb5hykfaTwLuskFGD,Estonia
1679,79,Bohemian Rhapsody - 2011 Mix,4u7EnebtmKWzUH433cf5Qv,Estonia
1680,80,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,Estonia
1681,81,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,Estonia
1682,82,Let You Down,52okn5MNA47tk87PeZJLEL,Estonia
1683,83,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5AEtlRudpgdT5FtNiuly6Y,Estonia
1684,84,Solo (feat. Demi Lovato),3NuK5xMlSlB6K2Qp16zf3h,Estonia
1685,85,IDGAF,76cy1WJvNGJTj78UqeA5zr,Estonia
1686,86,I Like It,58q2HKrzhC3ozto2nDdN4z,Estonia
1687,87,Goodbyes (Feat. Young Thug),6vBdBCoOhKHiYDDOcorfNo,Estonia
1688,88,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,Estonia
1689,89,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,Estonia
1690,90,Perfect,0tgVpDi06FyKpA1z0VMD4v,Estonia
1691,91,Attention,4iLqG9SeJSnt0cSPICSjxv,Estonia
1692,92,Until We Die,6FqGxJBWE3KOcpY7HodwiA,Estonia
1693,93,Aegluubis,31tMxLZKKZamT9eCtpKSRv,Estonia
1694,94,How Do You Sleep?,6b2RcmUt1g9N9mQ3CbjX2Y,Estonia
1695,95,Old Town Road,0F7FA14euOIX8KcbEturGH,Estonia
1696,96,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Estonia
1697,97,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,Estonia
1698,98,Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,Estonia
1699,99,Call On Me - Ryan Riback Extended Remix,78rIJddV4X0HkNAInEcYde,Estonia
1700,0,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Spain
1701,1,Me Rehúso,6De0lHrwBfPfrhorm9q1Xl,Spain
1702,2,Sirenas,4unOsvr9C2NqI9aJXrxpCy,Spain
1703,3,Antes de Morirme (feat. Rosalía),7aFBy1CBLGnZE1Iv6TvEZE,Spain
1704,4,Besos En Guerra,1d0c62VFYauOOgxZ2eFUxx,Spain
1705,5,Believer,0CcQNd8CINkwQfe1RDtGV6,Spain
1706,6,Lo siento,4S6gJt4RYR34t4sjW8wEah,Spain
1707,7,Déjala Que Baile,2KK9N6iBAisA0booTu3bGd,Spain
1708,8,Princesas,3hlWUNjAlbZ6nOjAbrivBv,Spain
1709,9,Perfect,0tgVpDi06FyKpA1z0VMD4v,Spain
1710,10,Cicatrices,19OsDvOm2hw28Bqg7wo4Ox,Spain
1711,11,Échame La Culpa,0mlAOSILGRys2IbvyOT5VJ,Spain
1712,12,Sin Pijama,2ijef6ni2amuunRoKTlgww,Spain
1713,13,Qué Tienes Tú,4txQPJDlvU72lC6EMhT7m9,Spain
1714,14,Cuando Nadie Ve,1Cxd4ZJJ9VOQQpNcpdcZEQ,Spain
1715,15,MALAMENTE - Cap.1: Augurio,1B0BQaSRHxhI0AUlItY3LK,Spain
1716,16,Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,Spain
1717,17,Soldadito marinero,0eVborSuxUeSg0meWYd9dZ,Spain
1718,18,A Partir De Hoy,1FMNuRMIcPD6PDQGoi5Ifn,Spain
1719,19,"Y, ¿Si Fuera Ella? - + Es +",0wru6HfqrQGzzQj5XUScvS,Spain
1720,20,New Rules,2ekn2ttSfGqwhhate0LSR0,Spain
1721,21,La Llamada,5ZCamgcqvkckdf2FdfYuth,Spain
1722,22,Usted,3JAuTxQUTSjoV1XsYngT0P,Spain
1723,23,Criminal,2SmgFAhQkQCQPyBiBxR6Te,Spain
1724,24,Felices los 4,0qYTZCo5Bwh1nsUFGZP3zn,Spain
1725,25,La isla del amor (feat. Maki),0Gw9QC3RqHmTdGqHIWLHb6,Spain
1726,26,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4QtiVmuA88tPQiCOHZuQ5b,Spain
1727,27,La Cintura,19MBk3PbNFE36wqIqkMq9H,Spain
1728,28,Me Niego (feat. Ozuna & Wisin),4ggiDYAkJ7Yk8d5xOr7Xjo,Spain
1729,29,Vaina Loca,1s2B5cndbqK8rPJEIcKJRQ,Spain
1730,30,No Hay Nadie Más,3IPJg1sdqLj12kFIndaonN,Spain
1731,31,Vuelve,0U5ccxswFKAEIXofNHFcQi,Spain
1732,32,Ojalá,0s3kHupM6ZlQGkHzveZSJq,Spain
1733,33,Shallow,2VxeLyX666F8uXCJ0dZF8B,Spain
1734,34,Mayores,7JNh1cfm0eXjqFVOzKLyau,Spain
1735,35,Duro y Suave,31M5m42C3EGlbydf9XB5to,Spain
1736,36,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,Spain
1737,37,5 Sentidos,7chjOPhoxbpRYSrO1rvdnu,Spain
1738,38,Te esperaré toda la vida,2LJTFnJnjebtRreAK4QgVF,Spain
1739,39,Desde Que Estamos Juntos,66VmioeXL4i1TCfHIO8R9t,Spain
1740,40,Issues,0xG0SHshCStMEyNbNC5d4k,Spain
1741,41,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",5q2JbCNi4FcnglgPfxcV65,Spain
1742,42,IDGAF,76cy1WJvNGJTj78UqeA5zr,Spain
1743,43,TELÉFONO,5UBF2uyFNOfCCOV7vTE8CD,Spain
1744,44,Te echo de menos,1YgPkZ6GOwajDveEsuy3uH,Spain
1745,45,Me Haces Falta,4K6kgwifpSo3xVVPztMILM,Spain
1746,46,Cómo Te Atreves,2z0EshEO4XptiepEb9j3Og,Spain
1747,47,Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,Spain
1748,48,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,Spain
1749,49,Mala Mujer,067QpM2xLhK24hTiovC3Zo,Spain
1750,50,Ella Quiere Beber - Remix,2cYnZNzFRFK0H7vSNxPsUq,Spain
1751,51,Ya No Quiero Ná,2A2Q4CYBcVvBF2OqgJ3OWX,Spain
1752,52,No Es Justo,1RTlTuLOdnmgbe11ynwR7c,Spain
1753,53,Adan y Eva,132ALUzVLmqYB4UsBj5qD6,Spain
1754,54,Thunder,0tKcYR2II1VCQWT79i5NrW,Spain
1755,55,La player (Bandolera),0VKkyBKCXyR99navhVRqcP,Spain
1756,56,Él no soy yo,38mCl4EuWhML4eaZPdNQ3a,Spain
1757,57,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,Spain
1758,58,Lumbra,6VHdcVbiKLYYOcMbIqBcuK,Spain
1759,59,Traicionera,4Ft0391aLVNtCPPseh98lp,Spain
1760,60,Mi Gente,2rb5MvYT7ZIxbKW5hfcHx8,Spain
1761,61,Ni La Hora,1aIeJAvEbFrD33tjUEJ7yo,Spain
1762,62,Flames,33IOhptvC2Qoy2UhjiHXLV,Spain
1763,63,No Me Acuerdo,00EPIEnX1JFjff8sC6bccd,Spain
1764,64,Robarte un Beso,0JcNysfWVWaMS7R6vzGB2k,Spain
1765,65,La Rompe Corazones,4okba5wu9mMLXx79DXLKi3,Spain
1766,66,Perro Fiel (feat. Nicky Jam),70lnL3QaSOIIyMa2X9aVRL,Spain
1767,67,Vas A Quedarte,0fwIHsKXNEcb57u2um7z9I,Spain
1768,68,Otra vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,Spain
1769,69,Hey DJ,1XgpK29CGGjZnxPYkiRbh4,Spain
1770,70,FRIENDS,08bNPGLD8AhKpnnERrAc6G,Spain
1771,71,El Amante,3umS4y3uQDkqekNjVpiRUs,Spain
1772,72,Perdón,4iCJFRTRsFlj4UWoEd7bS9,Spain
1773,73,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,Spain
1774,74,No Te Preocupes por Mi,2huX4MIVEWQtzCpu6B05SV,Spain
1775,75,La Bicicleta,0Gx4VrHzS7pZOEAGrmXXBH,Spain
1776,76,Me Llamas (feat. Maluma) - Remix,5hEM0JchdVzQ5PwvSfITeX,Spain
1777,77,Síguelo Bailando,5Y9fnynLlIvqtM710MHzfz,Spain
1778,78,Soy Peor,5MT96Zz0ymUJNm8obKZQr0,Spain
1779,79,Ahora Dice,22eADXu8DfOAUEDw4vU8qy,Spain
1780,80,I Like It,58q2HKrzhC3ozto2nDdN4z,Spain
1781,81,SUBEME LA RADIO,7nKBxz47S9SD79N086fuhn,Spain
1782,82,Attention,4iLqG9SeJSnt0cSPICSjxv,Spain
1783,83,Se Preparó,1m69ELEgE6k5ZWsap40ozt,Spain
1784,84,Una Lady Como Tú,7MHN1aCFtLXjownGhvEQlF,Spain
1785,85,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,Spain
1786,86,Ando buscando (feat. Piso 21),7BwJtE8KSbCQKOCTIAY3jX,Spain
1787,87,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",2FrnTVSHjgnEylKGdHRUK1,Spain
1788,88,Amanece,1LiN0Z98FkR1t0m8KmLcAH,Spain
1789,89,Si Tú La Ves (feat. Wisin),4yN6xPLopmTLvc27pO9LIE,Spain
1790,90,Chantaje (feat. Maluma),6mICuAdrwEjh6Y6lroV2Kg,Spain
1791,91,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,Spain
1792,92,PIENSO EN TU MIRÁ - Cap.3: Celos,0qKxqVcFCMmrjjvIgjjEE6,Spain
1793,93,Vacaciones,1rXojdsUqqxGj2WCmJGWHP,Spain
1794,94,These Days,20ZP3Om9DvDazXrNUC7WM2,Spain
1795,95,Báilame - Remix,3VClLWqNn80Llv0PJOsKgr,Spain
1796,96,Imposible,3ao3OVxHlb3C08vAaApUlm,Spain
1797,97,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,Spain
1798,98,Calypso,2u7tDWQ6LX0Kw1LiK1jaok,Spain
1799,99,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,Spain
1800,0,Esson baariin,2SNZVqgDiiuOUe2qPOW1m1,Finland
1801,1,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Finland
1802,2,Nössö,0gySKxqIOHTVD3YObTsJug,Finland
1803,3,Believer,0CcQNd8CINkwQfe1RDtGV6,Finland
1804,4,Antaudun,1tHecEhjSqsh8QGhau0iHC,Finland
1805,5,Jättiläinen,0ECAT7Yu90YumhfMP1F4eC,Finland
1806,6,Imus,0xU0O3fzfb1HCnd6nsVxQL,Finland
1807,7,Solmussa (feat. BEHM),2rHVaNBkAWylDbgh9l47n5,Finland
1808,8,Popkorni,7m101w73Md4O2MDgxjSwop,Finland
1809,9,Tää On Se Maa,3v3K7xgKQahAml0BGjdIfY,Finland
1810,10,Karjala Takas,1PZNjZOmm3ZmaWkqvmJpaY,Finland
1811,11,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,Finland
1812,12,Faded,698ItKASDavgwZ3WjaWjtz,Finland
1813,13,Lössi,2XruMFzX9m7Zup8LStQVlb,Finland
1814,14,Bäng Bäng typerä sydän (feat. eetu),0Qepv4ugEKn0Alg2HoLSM6,Finland
1815,15,"Kynnet, Kynnet",5HFUJIjkg7DgP3EuWtZ1rA,Finland
1816,16,XTC,17OUBczN4xbjuCDcx0xmXL,Finland
1817,17,Ota varovasti,46wULtWD6WHdbYNXk2KLMJ,Finland
1818,18,Pannaan Suomi Kuntoon,0EYIDbETAhEBJFINmswacs,Finland
1819,19,Monaco,2LX4aFpvRRFY1YRxV9TRYO,Finland
1820,20,Lucid Dreams,0X8DcetL926BYiPJYstJTc,Finland
